course_id,course_name,department,credits,description,exam_duration_min
IT2307,Up-sized Believe,IT,3,Daughter nature provide character great Mr.,120
PH1361,Mandatory Reflect,PHY,4,Audience expert wish receive performance like choose audience industry available strong.,150
SE1198,Multi-layered Own,SE,4,Building as ten teacher today impact material concern break management long common.,120
CS1506,Open-source Also,CS,4,Decade strategy those glass ten guy phone out until difference.,120
CY2508,Expanded Also,CYB,4,Professional charge data technology sing wife today continue.,120
MA1653,Diverse While,Math,3,Effort project here hold stock born cut reason.,150
IT1925,Up-sized Hundred,IT,4,Win back dinner every team address himself baby water industry.,90
CS2207,Switchable As,CS,4,Receive act responsibility network other example value.,120
CS2164,Customizable Movement,CS,4,Detail customer traditional agreement fast board dark rate hard decision.,120
IT1044,Multi-channeled Himself,IT,3,Weight training every that glass may purpose large glass.,150
CY1469,Multi-lateral Hair,CYB,2,Movement from foreign member draw international second training teach heart.,120
IT4799,Cross-platform Best,IT,3,Cup your future miss particular two above.,120
IT3671,Triple-buffered Wish,IT,2,Among scene artist tend not what pull finish.,120
PH1495,Multi-tiered Collection,PHY,2,Hit identify create tree degree own identify condition mind.,120
CY2134,Networked Find,CYB,3,Daughter officer free majority brother bag base culture represent.,120
IT2532,Integrated Miss,IT,3,Stay score time dinner employee together worry memory seat chance some thought build.,150
MA4621,Polarized About,Math,3,This happy person space add approach new let figure let.,150
DS4517,Function-based Say,DS,4,His myself day front mission various.,120
MA4080,Cross-group More,Math,4,Suggest soldier environmental second upon discussion foot and national fine serious easy son.,90
SE1426,Balanced Very,SE,3,Hope hot certain institution myself challenge per outside one like recognize maybe price.,120
PH2961,Enhanced Walk,PHY,3,Great eight growth respond report address court business player.,60
CY2933,Grass-roots Degree,CYB,4,In to history old little step theory unit box piece paper include.,90
PH3549,Inverse Me,PHY,2,Wife expect strong throw leave by run girl ball plant.,150
CY4378,Fundamental Her,CYB,4,See enjoy stock dinner father quickly likely official budget maybe exist financial safe.,120
CS2283,Open-architected Hot,CS,4,Something language recent news whose because option.,120
MA3227,Distributed Size,Math,4,Book power good task card production election energy safe well.,180
CY2054,Extended Middle,CYB,2,Police medical ahead guess partner before compare.,90
DS1841,Versatile According,DS,3,Term part head claim player purpose local figure tree treatment specific upon.,60
CY2252,Multi-lateral Letter,CYB,4,Seek season hot buy mean situation light field among clearly tell.,90
SE3941,Enhanced Guy,SE,2,Pretty clear against skill continue run case.,90
CY2750,Networked Model,CYB,2,Without worker method sister wind until picture know.,150
CY3724,Exclusive Thus,CYB,3,Produce bar soldier yet radio item consider enough change all gun not community.,150
MA3763,Integrated Political,Math,3,Other so nothing project mention military fire us church college.,120
MA2448,Compatible Ago,Math,4,Particularly lot almost half one necessary great.,90
DS4819,Virtual Window,DS,3,Tree success carry success focus rock maybe toward value style.,120
SE1185,Assimilated Cost,SE,4,Book outside prevent they none language eat hand tend dog agreement place second.,60
DS4586,Ameliorated Cause,DS,2,Deal about avoid beat window same whom.,120
CY1031,Organized Strong,CYB,3,Themselves local involve car this power budget table call then.,120
CS2529,Assimilated Up,CS,2,Play study establish newspaper heavy market staff anything poor defense hotel.,60
IT4300,Devolved Pass,IT,2,Into relationship camera phone lawyer bring lead various election white free whose.,150
DS3736,Multi-layered Off,DS,2,Mother necessary forward for control method.,150
SE2285,Phased Bring,SE,4,Hope but church evening individual action there bed several tend walk news.,120
MA4541,Cross-platform Most,Math,3,Late subject health live open especially see not election address who after.,120
SE1550,Integrated Contain,SE,2,Anyone environment produce election soon realize process author community fly son why.,120
MA3682,Cross-group Continue,Math,2,Best suffer forget free strong employee air.,90
CS3073,Pre-emptive We,CS,3,Way nice quickly continue box need boy.,90
SE1828,Self-enabling Security,SE,4,Throw window thus organization course avoid.,120
MA4682,Secured Receive,Math,4,Point follow reach speak good camera those woman day force show.,180
DS4061,User-centric Onto,DS,2,North ahead something lose avoid score describe tax should himself level price night.,120
MA1033,Up-sized Before,Math,4,Himself act apply gas then represent.,120
MA1347,Exclusive Bring,Math,3,Agreement believe music concern role against recently best family.,120
SE1224,Optional Key,SE,4,American per event treatment yeah thousand stage fly big.,120
SE2661,Progressive Per,SE,2,School ten item go prove choose face remember.,60
CY2667,Synchronized So,CYB,3,Easy employee family need value catch.,120
CY3895,Re-contextualized Bag,CYB,4,Not their his much despite watch company dream daughter white practice pattern small.,180
CS3703,Sharable Turn,CS,2,Food agree unit wide year environmental sense member summer keep whether system.,150
MA1060,Front-line Rise,Math,4,People man program investment north Congress place.,180
DS2903,De-engineered Foot,DS,2,Section that stand woman similar part pattern above present need forget tax maybe.,90
CS4138,Cross-group Quite,CS,4,Other rest same collection seek around staff listen there.,120
MA4589,Monitored Make,Math,4,Pretty station turn all your us news actually avoid.,120
CS2168,Front-line Deal,CS,4,Medical know strong yourself all authority.,90
SE1176,Balanced Me,SE,4,Republican music reason sense list area book expect about pressure environment recently.,90
MA1611,Balanced Color,Math,2,Effort tax discover yard purpose give like become still.,150
PH2360,Triple-buffered Whether,PHY,3,None size away thing account evening.,120
SE2772,Reverse-engineered So,SE,4,I together moment very audience game because.,120
PH2405,Distributed Final,PHY,2,Common there action a mouth mention security present try politics fear.,90
PH1362,Seamless Reduce,PHY,2,Final leader knowledge civil medical for week.,120
DS2360,Focused Where,DS,2,Who range back sense nor great movie author and use customer leg technology.,60
IT2159,Integrated Sure,IT,4,Opportunity wonder reveal door whatever later.,90
MA2950,Switchable Every,Math,2,Best soldier stand five specific site worker.,120
CS1316,Polarized Lead,CS,3,Teach oil decade vote finish reason get attention fast ever.,120
CY4161,Mandatory Enjoy,CYB,3,Manager type it sure care onto.,180
SE2667,Cross-platform Avoid,SE,3,Speech view miss win bit why certain series security another help significant race.,120
PH2271,Vision-oriented Third,PHY,4,Program short turn throughout movement plant range yes and century.,60
PH4625,Down-sized Treat,PHY,4,Realize training image respond image resource capital health.,60
DS3977,Self-enabling Have,DS,3,Onto him tonight understand size compare plant Democrat sell.,150
CY1547,Versatile Writer,CYB,4,Stuff decide agreement lay wish break system science staff staff conference his.,90
PH1585,Quality-focused Common,PHY,2,Mission shoulder consider director college nor arrive space color my.,90
CY1008,Exclusive Should,CYB,4,Fact statement piece picture western idea media off visit.,120
CS3242,Realigned If,CS,2,Part them worker audience baby still scientist country all everyone call long foot.,90
DS2418,Automated Old,DS,2,Federal reality single indicate thank security exist increase.,120
CY2499,Enhanced Economic,CYB,2,Agent simple rate serious power young benefit use begin.,120
PH3037,Multi-layered Employee,PHY,2,Should explain believe area artist despite only either structure key.,90
DS3156,Switchable See,DS,4,Bring security although sound pull again the.,150
CS1003,Down-sized Service,CS,2,Ago story short industry understand sell right project benefit marriage may medical.,120
IT1430,Fundamental Stuff,IT,4,Keep cell character artist forget adult.,120
MA4155,Horizontal After,Math,3,Wait know left charge strong interest year hot knowledge everything fire team recent.,60
MA4812,Expanded Interest,Math,2,Wind become foot along more small follow even attack fact home.,120
CY4347,Quality-focused Arrive,CYB,3,Join many such collection book kid.,90
CS4623,Cross-group Difficult,CS,2,Western floor image low message like program involve drive recognize second listen think.,120
SE2853,Diverse Arm,SE,2,Sign effort present fire employee back.,90
IT4304,Polarized Much,IT,3,Care for before one impact effect thing direction.,180
CY4528,Cross-platform Fall,CYB,4,Field why drop himself century head.,90
IT4570,Enterprise-wide Help,IT,3,Note property early section road tell dream gas small bag much.,180
IT1597,Organic Gun,IT,2,Close example exactly investment begin stuff alone why treat reflect.,180
SE1586,Synergized House,SE,4,Girl medical attention heart more dark chance recent issue cover into his both.,120
CS2609,Streamlined Song,CS,4,Admit baby author look guy arm dinner less sell dark.,120
MA3014,Focused Daughter,Math,2,Computer assume coach produce still hit.,120
DS4831,Adaptive Ground,DS,4,Who turn white quality candidate as sport.,180
DS2271,Total Lose,DS,4,At ball present person drive source national deal.,120
CY4325,Object-based Nice,CYB,3,Raise although dog civil us measure.,120
DS4548,Cross-group Order,DS,2,Own who grow leave life wide happen wear season usually true.,60
SE4859,Compatible Work,SE,3,Against opportunity final case long why front.,150
SE1757,Multi-channeled Remember,SE,3,Season cover history once reason cover door age order.,60
PH1967,Cross-group Stay,PHY,2,Rule guess research career hear face tend relationship speak.,60
DS1879,Realigned Class,DS,2,Meeting your two else throughout sell say challenge.,90
IT3940,Compatible Leader,IT,2,Month issue board decision couple present action into southern pick.,120
MA3746,Business-focused Trouble,Math,2,Blue buy prevent each cause deal world store.,150
PH2627,Cross-group Which,PHY,4,Response per memory score by deep than risk compare under baby bring.,150
IT1355,Diverse Car,IT,2,Might air occur democratic room medical once.,90
DS3082,Robust Federal,DS,3,Those deal over statement could south painting picture.,120
DS3928,Managed Organization,DS,3,No yeah institution up class teach state member no imagine turn run player.,150
IT2896,Open-architected Free,IT,2,Budget door share type popular yet mind conference my third hard responsibility.,120
CS2072,Configurable Structure,CS,4,Gun myself yard later probably star.,90
PH3368,Implemented Recently,PHY,4,Matter leader news notice condition exist end citizen current general offer.,120
MA3643,Advanced Executive,Math,3,Even event real water on rather line thing officer space.,120
MA3364,Advanced Garden,Math,4,Eight certain stock check to enjoy old already feeling hit.,180
SE4491,Up-sized Simply,SE,2,Nearly sure debate I positive parent blue time hot share heart quality result.,120
DS2255,Advanced Point,DS,4,Event sister strong much edge future everyone.,60
CY3437,Future-proofed After,CYB,4,Instead note this could sense trade couple end radio.,150
IT4419,Vision-oriented Power,IT,3,Medical audience TV grow strategy or.,90
MA1850,Object-based Safe,Math,4,Source weight fact process home mind environmental one modern parent unit.,150
CS2126,Seamless Traditional,CS,4,Like any amount break either add compare probably step fund.,120
CS1196,Self-enabling Perhaps,CS,3,Individual help go friend goal concern set sit without age public eye itself.,90
CY1178,Quality-focused Girl,CYB,2,Move speech explain price require house several mouth many.,120
CS3984,User-centric Base,CS,2,Keep first I weight it degree its recently activity already.,90
MA1355,Face-to-face Only,Math,2,Ok live wait doctor skill determine great past team along life interest.,90
DS3768,Proactive Wind,DS,2,Democrat father according religious lead fly front ahead reason.,120
PH3318,Programmable Sit,PHY,4,Deal spring want fact thousand dinner become short.,150
DS4950,Compatible When,DS,2,Window main eye walk receive benefit woman.,150
MA2392,Fundamental Wonder,Math,4,Doctor either shake hospital buy question business seat suddenly whose.,120
CY2378,Synergized Throw,CYB,2,High total debate base knowledge whatever minute.,60
PH1972,Pre-emptive Upon,PHY,3,True like method nature industry whom he face adult recent bed information themselves common.,120
PH3148,Inverse Appear,PHY,3,Human sea animal sister nation executive just respond.,120
IT1877,Synergistic Way,IT,2,Blue treat start read call bag green top security.,90
IT1453,Optional Task,IT,2,Simple seek operation moment science night cell.,150
DS4793,Quality-focused By,DS,2,Recognize establish somebody enjoy do land bit something south I Mr.,180
MA3715,Upgradable Could,Math,2,Fish evidence whole study experience leave find realize.,60
MA1475,Ameliorated Word,Math,4,Continue enough purpose lay type buy read standard music kind campaign.,150
PH3471,Multi-layered Name,PHY,3,Interest mention raise right former establish something civil.,120
CS2218,Multi-lateral Firm,CS,4,Keep operation option later reduce after question economy.,90
IT1720,Centralized Yourself,IT,4,True music tough base house crime during nor think why.,120
IT2885,Horizontal Reflect,IT,3,Drug threat leader fly fund employee year experience successful executive attack.,90
DS4149,Multi-layered My,DS,4,With site others main receive million.,60
MA1001,Reduced Behind,Math,2,Imagine above quickly image individual process hospital kind daughter ok scientist.,180
CS2420,Customer-focused Put,CS,3,Type pull crime point allow sing system management million among sure main.,120
CY4682,Cross-group Resource,CYB,3,Water pick spend matter toward office write water record minute they blue.,90
SE2576,Visionary Might,SE,3,Identify candidate accept sea bank free quite resource.,120
MA1396,Exclusive Around,Math,4,End house experience edge focus reality cover rich concern very.,180
PH2713,Realigned But,PHY,4,Against figure high say ten stop explain their successful station.,120
CS3729,Total Want,CS,3,Official energy expert account camera yes save difference something determine.,180
CY4984,Open-architected House,CYB,2,Tend behind fast compare remain court me message smile early result.,150
CY3514,Persevering Safe,CYB,3,Process parent movement term step site some idea.,120
CY1202,Multi-tiered Fill,CYB,4,First development reach from physical fire vote compare character machine beat.,120
CS4235,Assimilated Between,CS,4,Someone quickly plant answer his concern contain especially present discuss.,120
SE4119,Exclusive Field,SE,4,Door suddenly tax less then admit home.,150
IT3604,Enterprise-wide Opportunity,IT,2,Act reach everyone your occur discuss western gun hand.,120
