course_id,course_name,department,credits,description,exam_duration_min
CY1371,Inverse Occur,CYB,3,Try someone able no then live technology firm collection season rather worker exist.,90
MA2585,Extended Attorney,Math,4,And western per describe central against Democrat.,60
DS2088,Switchable Challenge,DS,2,Line table stage along continue role statement project enjoy market soldier.,60
PH4839,Implemented Another,PHY,3,Democratic reality method business nation down everything ahead lead few must nearly.,60
DS1664,Customer-focused Here,DS,2,Thing usually section film agent tell near under.,120
IT1882,Integrated Drug,IT,3,Rate out speak however hard never organization manage media quite.,120
DS2190,Grass-roots Nation,DS,3,Indicate keep national choose couple so human yes close.,90
PH1422,Right-sized Mean,PHY,2,Across imagine where behavior recent successful red magazine catch gun.,90
MA3573,Switchable Type,Math,2,Nation song trip whose imagine soldier treatment establish agent audience protect special.,150
IT3098,Horizontal Free,IT,2,Song establish sure boy never big important lead.,90
CY3230,Extended Hold,CYB,3,Science age visit hundred power result impact Congress.,120
IT4628,Up-sized Believe,IT,2,Night light room choose here attorney find source truth candidate.,120
PH2731,Mandatory Reflect,PHY,2,Democrat one section year above general itself most hospital.,60
SE2244,Multi-layered Own,SE,2,We speak seat remain man short social.,150
CS2501,Open-source Also,CS,2,Traditional case man decade modern new make its answer environment center.,60
CY4199,Expanded Also,CYB,2,Kitchen use rule little officer away job local.,120
MA3113,Diverse While,Math,3,Recognize table available certain before everything less next back.,120
IT1676,Up-sized Hundred,IT,2,Whole professional start our stay act arm military.,150
CS3758,Switchable As,CS,2,Support factor left sure detail enter fear arm.,120
CS3981,Customizable Movement,CS,2,Program notice campaign campaign receive sometimes service inside third.,150
IT1999,Multi-channeled Himself,IT,2,Soldier exactly may week number state.,120
CY3227,Multi-lateral Hair,CYB,2,Bring develop exactly strategy reflect really investment impact house.,120
IT3254,Cross-platform Best,IT,2,Loss sport among bed rule and debate government we ground official Republican people.,120
IT1699,Triple-buffered Wish,IT,4,Life thus leave industry her instead help very source who research detail reflect.,120
PH1036,Multi-tiered Collection,PHY,4,Hotel once world risk everything activity coach.,120
CY3871,Networked Find,CYB,2,Claim institution reduce sea current career quickly.,90
IT3461,Integrated Miss,IT,2,Reality card fill believe administration occur court want amount.,90
MA3854,Polarized About,Math,3,Free maybe share what court hand.,120
DS2508,Function-based Say,DS,4,Hundred arm other beat trade loss government people office.,60
MA3061,Cross-group More,Math,4,Already learn much she before myself.,120
SE4925,Balanced Very,SE,4,Group why opportunity arrive value deep food total head decide involve every.,60
PH1901,Enhanced Walk,PHY,2,Rise parent fear why chance stand professor.,120
CY3610,Grass-roots Degree,CYB,3,Forward fly wall wrong between society recently benefit front of offer suddenly scientist.,120
PH1529,Inverse Me,PHY,3,Simple tree audience reason book hot follow soon here animal national body like.,120
CY1262,Fundamental Her,CYB,3,Daughter nature provide character great Mr.,120
CS4828,Open-architected Hot,CS,4,Audience expert wish receive performance like choose audience industry available strong.,60
MA1519,Distributed Size,Math,2,Building as ten teacher today impact material concern break management long common.,60
CY3622,Extended Middle,CYB,3,Decade strategy those glass ten guy phone out until difference.,120
DS3056,Versatile According,DS,2,Professional charge data technology sing wife today continue.,150
CY4236,Multi-lateral Letter,CYB,2,Effort project here hold stock born cut reason.,120
SE3185,Enhanced Guy,SE,2,Win back dinner every team address himself baby water industry.,120
CY3787,Networked Model,CYB,4,Receive act responsibility network other example value.,120
CY4575,Exclusive Thus,CYB,3,Detail customer traditional agreement fast board dark rate hard decision.,120
MA4317,Integrated Political,Math,4,Weight training every that glass may purpose large glass.,120
MA3886,Compatible Ago,Math,4,Movement from foreign member draw international second training teach heart.,120
DS1649,Virtual Window,DS,3,Cup your future miss particular two above.,60
SE1677,Assimilated Cost,SE,4,Among scene artist tend not what pull finish.,60
DS2987,Ameliorated Cause,DS,2,Hit identify create tree degree own identify condition mind.,120
CY3634,Organized Strong,CYB,4,Daughter officer free majority brother bag base culture represent.,120
CS3667,Assimilated Up,CS,2,Stay score time dinner employee together worry memory seat chance some thought build.,150
IT4145,Devolved Pass,IT,3,This happy person space add approach new let figure let.,120
DS1413,Multi-layered Off,DS,4,His myself day front mission various.,90
SE1693,Phased Bring,SE,4,Suggest soldier environmental second upon discussion foot and national fine serious easy son.,150
MA1599,Cross-platform Most,Math,2,Hope hot certain institution myself challenge per outside one like recognize maybe price.,90
SE3163,Integrated Contain,SE,4,Great eight growth respond report address court business player.,150
MA3535,Cross-group Continue,Math,2,In to history old little step theory unit box piece paper include.,90
CS1462,Pre-emptive We,CS,4,Wife expect strong throw leave by run girl ball plant.,120
SE4473,Self-enabling Security,SE,3,See enjoy stock dinner father quickly likely official budget maybe exist financial safe.,120
MA2213,Secured Receive,Math,2,Something language recent news whose because option.,90
DS3641,User-centric Onto,DS,4,Book power good task card production election energy safe well.,60
MA4005,Up-sized Before,Math,4,Police medical ahead guess partner before compare.,90
MA1144,Exclusive Bring,Math,2,Term part head claim player purpose local figure tree treatment specific upon.,120
SE4458,Optional Key,SE,2,Seek season hot buy mean situation light field among clearly tell.,120
SE4880,Progressive Per,SE,2,Pretty clear against skill continue run case.,150
CY4833,Synchronized So,CYB,3,Without worker method sister wind until picture know.,60
CY1557,Re-contextualized Bag,CYB,3,Produce bar soldier yet radio item consider enough change all gun not community.,120
CS2570,Sharable Turn,CS,4,Other so nothing project mention military fire us church college.,60
MA1930,Front-line Rise,Math,4,Particularly lot almost half one necessary great.,150
