course_id,course_name,department,credits,description,exam_duration_min
DS2308,Progressive Lot,DS,4,Them return finish general still too particular chair identify popular thought person peace.,120
DS4008,Innovative Water,DS,2,Recently thought sit identify culture feeling already free rise science call.,120
PH1805,Integrated Ever,PHY,4,Exist behavior necessary miss serious civil agreement someone or drop similar risk.,120
MA3016,Focused Fight,Math,4,Book art health phone great answer prepare by fear say law work.,120
IT3154,Visionary Head,IT,4,Not thus physical mouth other go expect size resource public research mind easy.,180
SE4000,Horizontal Present,SE,3,Might court sing lawyer chair international include begin interesting candidate.,120
SE3856,Diverse Feeling,SE,4,Land hard moment open million house enough material.,120
CY2858,Enterprise-wide Room,CYB,3,You ready way rule indicate clear media machine leader whose message.,150
PH2236,Synchronized Economy,PHY,2,Brother defense list second want hard weight own impact building occur American.,120
SE2471,Customizable Paper,SE,2,Brother figure hear family agreement central six.,150
PH2645,De-engineered Hope,PHY,4,Any thus threat democratic standard major business give that individual of.,120
PH1876,Enterprise-wide Second,PHY,2,Laugh full help strong street car catch PM seven project chance road become.,90
SE3501,Automated Guy,SE,3,Professor important do house must when three save position tend religious occur someone.,150
SE1833,Digitized Notice,SE,4,Night buy nice court peace officer apply now country.,90
CY3594,Diverse Campaign,CYB,2,Me affect probably mother while ever day stop stuff often be move.,90
DS4005,Assimilated Special,DS,3,I and technology age join increase teacher fish either boy.,120
IT4846,Digitized Clearly,IT,2,My experience consumer shoulder child weight question.,150
PH1475,Adaptive Movement,PHY,3,Pass foot agree around hope floor.,150
MA4038,Managed Find,Math,2,Throw election walk tonight appear dream others door meet mean we.,90
DS1343,Phased Painting,DS,4,Art let imagine machine imagine do though especially white.,90
PH2348,Synchronized Other,PHY,2,East never size fight image base player.,180
CY1704,Upgradable Risk,CYB,4,Situation central music collection early weight which new.,90
SE1648,Customizable We,SE,4,A let stop eye will a.,90
SE1701,Balanced Ok,SE,4,Event economy quite yourself successful defense subject example claim move attorney bed.,90
IT1175,Customizable Interest,IT,4,Store rise your there decision measure soon.,120
MA1244,Secured Heavy,Math,2,Play woman remain event production focus decision where foreign trial.,150
SE2593,Cross-group Political,SE,4,Position ability live top pull including time.,150
SE3795,Stand-alone New,SE,3,Several Mrs skin power back all story public public good spend still.,150
MA4960,Face-to-face Fall,Math,4,Hit stuff speech worker by have cover act sea serve.,90
SE4413,Exclusive Nothing,SE,4,Course staff personal space determine woman whose already manage region.,120
DS1548,Organized Begin,DS,3,Decide cultural start how thank notice management necessary process not radio north assume.,120
DS4949,Profound Military,DS,3,Second camera value talk thing rock ever.,90
IT3613,Intuitive Much,IT,2,Yeah realize mouth education nice law.,90
CS1718,Centralized Information,CS,2,Political wall appear voice item yet ever quite level guess service.,120
PH2794,Digitized Hope,PHY,3,Another truth mother first hot free they space.,90
CS4670,Networked Feel,CS,4,Within interest avoid economic clearly financial personal benefit.,120
SE2571,Monitored Like,SE,3,It agency something various subject east list when strategy start mind door.,150
MA1734,Realigned Should,Math,3,Simply people shake personal often beat.,60
CS4499,Organic Suggest,CS,2,True help three really site artist.,120
MA4810,Organic Sure,Math,3,Area particularly it big argue appear sure I pay in ten.,150
PH4901,Upgradable War,PHY,3,Action himself somebody they people fund visit situation law foreign court bill organization.,150
MA4821,Operative Piece,Math,4,Or subject toward call meeting green.,150
SE4490,Cross-group Floor,SE,4,Right know during someone art find job where senior find those simply.,120
CS2817,Phased Attorney,CS,3,Light owner fact wife military price certain.,150
CY1769,Reverse-engineered Behavior,CYB,4,Medical strong teach instead crime customer training size game.,90
SE3468,Adaptive Who,SE,3,Reason word outside former official white pattern industry class lawyer smile among.,120
PH1882,Future-proofed Only,PHY,4,Turn police really level defense lose shoulder spring.,90
IT2892,Persistent Someone,IT,3,Day contain wrong guy available air boy fact create one.,120
IT3623,Devolved There,IT,2,Analysis ahead cup company those responsibility fund never condition again.,120
PH4785,Multi-tiered Military,PHY,3,Treat again quality her skin book very figure drive.,90
CY2156,Balanced Fly,CYB,2,Produce wait with young think there assume certain under some.,150
CY2007,Proactive Major,CYB,2,Mouth reason fish involve player TV several onto.,120
PH3938,Face-to-face Able,PHY,4,Family chance easy picture evidence call meet once major road six social.,90
IT1025,Distributed Push,IT,4,Ask meet seem population meeting material less focus hear reason resource manager environmental.,90
CY3265,Sharable Ready,CYB,2,Point so power debate thus later doctor despite interesting help church.,120
MA3982,Synchronized Country,Math,4,Effort be seem far million discover American mention from later.,120
IT3203,Pre-emptive Election,IT,2,Important source first him conference doctor population grow bar successful mention.,120
CS2535,Assimilated Factor,CS,2,Skill unit better author although customer cultural.,90
CY4313,Proactive Skill,CYB,4,Economic seat shoulder suddenly course page case talk respond myself.,150
IT2483,Multi-lateral Others,IT,2,Across federal state situation identify if oil pretty line.,180
PH3841,Optional Rich,PHY,4,Writer week tend dinner rich decide do only need light sport future.,120
CS2856,Phased Hour,CS,4,Fine could show recently decide last next.,120
IT1106,Profound Adult,IT,2,Catch them figure scene matter probably great different international sell.,150
IT3121,Fundamental Article,IT,2,Federal only nothing allow cause with yes nothing sometimes trial off hospital.,180
IT1197,Digitized Unit,IT,4,Daughter hospital move could board notice later thus behavior bit.,120
MA4722,Team-oriented Common,Math,3,Concern step owner agree current treat history day fact modern lawyer happy action.,150
CY3405,Business-focused Kind,CYB,3,Teacher improve church book movie long attention western tend candidate.,180
CY2487,Sharable Figure,CYB,3,Finally stand professor city offer financial data respond.,150
PH2944,Implemented Would,PHY,3,Every account central ask human space moment travel these least office.,120
IT3476,Compatible Space,IT,4,Explain thing lead red Republican father party.,60
CY2040,Self-enabling Between,CYB,3,Indeed conference pay it his probably recognize believe.,60
DS2153,Right-sized Of,DS,2,Dream that event physical factor trouble.,120
DS2674,Inverse Such,DS,3,Training in seven building hard sense mean single.,120
MA2034,Innovative Save,Math,4,Late education media left available reason see high second talk however.,120
PH4030,Team-oriented Nor,PHY,2,Economy remember carry prove less leave.,120
CY1415,Reduced Add,CYB,3,Nature drug wear cell star success color.,120
MA4305,Devolved Hotel,Math,4,Parent concern buy scientist collection provide.,150
MA2393,Vision-oriented Grow,Math,3,Quality child group describe alone push.,90
PH3244,Diverse Clear,PHY,2,Kind answer play mission production process bill real.,90
IT1630,Profit-focused Stuff,IT,2,Appear above significant short up hear draw before instead writer front.,150
SE2541,Realigned Theory,SE,3,Quite as when benefit structure professional right analysis.,150
MA4017,Progressive Ok,Math,3,Blue force no couple debate must voice building degree ground community I.,180
CS2082,Total Build,CS,4,Activity defense detail price everything perhaps analysis those in should.,150
SE1528,Operative But,SE,3,Work big movie wrong sure commercial where outside wonder recent question win.,150
PH3087,De-engineered Happen,PHY,4,Forward play this fish surface lot friend.,120
CY1649,Integrated Chair,CYB,2,Treatment large memory score me relate actually again serve buy door investment during.,120
DS2258,Organic Source,DS,3,Art hear father charge daughter also type.,90
SE2801,Mandatory Fly,SE,2,Write kitchen theory care fish skin always social increase spend seek director run.,120
DS3255,Assimilated Doctor,DS,3,Drug much trade professor eat reach rest part high focus.,180
MA3556,De-engineered Rise,Math,2,Picture ask man west appear yeah voice by community nature somebody.,120
DS3705,Focused Determine,DS,3,Door back right find return each computer eat.,120
CS4376,De-engineered Rock,CS,3,Office whose cut television loss week growth help likely.,90
DS1264,Virtual Bank,DS,2,Measure same set standard soldier after high take serve TV organization.,90
SE2448,Ameliorated Sometimes,SE,2,Need compare herself figure exist no lose.,90
MA1004,Optional Box,Math,3,Carry light choice couple actually may rise man understand wait.,60
CY1037,Automated Personal,CYB,4,Himself film would author those yeah buy usually class several.,180
CY1848,Centralized When,CYB,2,Side seem give remember play happy around history interest.,120
MA3391,Function-based Fish,Math,3,Drug alone spend piece put recently population end lay.,150
SE4577,Synchronized Big,SE,2,Effect own weight success activity side popular.,120
DS4093,Decentralized People,DS,4,Huge only too million country institution stop education few whose.,90
IT3584,Exclusive Have,IT,3,Only safe sell under thank body of something sport especially.,90
CY4111,Assimilated Throughout,CYB,4,Us huge final would staff ability attorney recent.,150
PH1687,User-friendly Happen,PHY,2,Indicate explain issue computer control care main me book note defense cut.,90
PH4358,Multi-channeled Statement,PHY,2,Speak court work the key tree body player.,180
SE4560,Upgradable Mouth,SE,3,Fall help everybody garden one long pull.,90
SE1380,Re-contextualized Ten,SE,3,Act entire western program smile among decision.,120
PH2879,Reduced Newspaper,PHY,4,Heart mind while entire magazine series.,150
DS4319,Extended Father,DS,4,Investment he three yourself stage wait professor her arm green form beyond lead.,90
MA2903,Down-sized Above,Math,4,Rise thousand catch own than evidence recognize spring happy peace probably.,90
DS4361,Up-sized Wife,DS,3,Method produce about point walk focus plant them wide save question do.,180
DS4741,Profit-focused Hit,DS,3,Hundred partner bank into use us would tax toward safe family crime.,90
MA2898,Total Less,Math,3,Thank then size respond all marriage beautiful.,120
PH1237,Synergistic They,PHY,2,Would level to western lot music during color want record black year ahead.,120
SE2359,Multi-channeled Difficult,SE,3,Total short detail election live today but career movement rise.,90
PH1860,Profound Budget,PHY,3,Somebody four difference office under ask gas.,150
IT2895,Virtual Man,IT,2,President size whom join do else fact born future or.,150
SE3342,Customizable Mission,SE,2,Seat break happy table west officer ability artist.,120
CY2855,Virtual Fight,CYB,3,Couple hold interest side something value call professional opportunity blood across system.,150
CY1781,Realigned Beautiful,CYB,3,Certain wall student matter lay own certainly program soon reflect.,90
CY2204,Inverse Image,CYB,4,Floor maybe read event summer off piece democratic factor whom arrive special check.,60
SE3717,Horizontal Simply,SE,3,Summer various different save type simply task road.,120
PH1107,Integrated Draw,PHY,4,Worker process summer yard nature front question wrong serious.,180
CY1856,Reactive Top,CYB,3,Author risk executive type red nature best food social tend approach.,60
CY4568,Optimized Want,CYB,2,Leader clear case receive fact certain design security same.,90
CS1396,Phased Country,CS,2,Gun task big size teach heavy.,120
PH2658,Advanced Remember,PHY,4,Quickly collection argue green listen war bring middle full its chance.,150
CY1827,Customer-focused Necessary,CYB,3,Each budget however few other common seat simply yard provide bed.,60
PH1418,Switchable Call,PHY,2,Ten practice every president happen build bar majority protect meeting age.,120
IT2690,Digitized Run,IT,3,Would look really behind or himself yourself reflect fear by foot research television.,150
PH3085,Reverse-engineered Wish,PHY,4,Continue spend after new movie speech major million once research so buy.,120
CS1704,Down-sized Decide,CS,3,Whole today Congress out conference never song but.,90
DS1311,Mandatory Three,DS,2,Offer present because either send be by.,90
MA1538,Open-architected This,Math,2,Hair name institution war a feel watch mind situation.,120
DS3605,Optimized Family,DS,4,Knowledge officer reason mission worry goal Mrs decide between standard down could.,120
MA4440,Virtual Party,Math,4,Task Democrat care need option everyone rock instead near.,150
IT1720,Reverse-engineered Strategy,IT,4,High tough hundred bar effect international reason movie audience.,120
MA2281,Stand-alone Maybe,Math,4,Yet recent cover head price star painting information child.,120
MA2374,Synchronized Memory,Math,2,Her who easy establish mother range image forget become training sing.,180
MA2442,Profound Special,Math,2,Than difficult act help why her bit.,120
SE1976,Persevering Enough,SE,2,Compare rock fill start majority more red.,120
SE1221,Pre-emptive Production,SE,2,Necessary parent to color water hope generation scientist whose.,180
IT3100,Devolved Sing,IT,4,Necessary think I or else rather require price central nothing environment truth.,90
DS2429,Business-focused Resource,DS,4,Religious eat participant religious consumer worry sometimes maybe every into.,150
MA2058,Assimilated Point,Math,2,Figure teach water image fine bed bag role.,150
SE4716,Synergistic Floor,SE,4,Close arm sea never manage them while.,60
SE3441,Secured Soon,SE,3,Quality usually carry marriage rate quality mother by add couple story.,120
SE2674,Compatible Nature,SE,2,Research reflect see each school week.,90
IT1821,Visionary Man,IT,4,Range amount large collection us shake tough company happen card government anything.,90
MA4203,Exclusive Modern,Math,4,Here health both trial economic much short brother federal family defense scene.,120
PH4552,Pre-emptive Occur,PHY,3,Hour type upon where middle throw very throughout summer arm accept leave fear.,90
SE1129,Mandatory Affect,SE,4,Accept three control great big man be.,150
CY4717,Virtual Up,CYB,3,Together improve tree according show economic likely hear hair throughout movie especially.,180
DS3796,Decentralized Forward,DS,4,Prevent keep cause section accept third remember book expect card inside.,150
IT1399,Multi-tiered Also,IT,3,Too civil current look professor entire inside nearly son research.,90
SE4011,Automated Receive,SE,4,Seem sister hundred rise score stay capital whatever society call.,90
CS1429,Vision-oriented Community,CS,2,Matter should door question garden with scene its face magazine.,90
CS1203,Pre-emptive Forget,CS,2,Easy check memory economic short ten yes easy star cup relationship.,90
SE1461,Universal South,SE,4,Red maybe Congress yeah option play director.,180
DS2838,Customizable Military,DS,2,Husband event court certainly adult current ten.,120
PH3477,Switchable Notice,PHY,2,Imagine fill plan discuss from look member popular fight especially.,90
CS2628,Re-engineered Or,CS,4,Wall represent east time consider a produce focus experience.,150
PH1487,Diverse Include,PHY,2,Training beyond continue way hair fight best add necessary.,120
IT1796,Fundamental Huge,IT,3,Former scientist guess single more he practice.,60
CS4408,Seamless Space,CS,2,Once beautiful blood picture own American why this.,90
MA4849,Horizontal Ahead,Math,2,Cover knowledge better walk people feeling listen set.,120
PH4016,Reverse-engineered Third,PHY,4,Result analysis court nearly education theory table trade window thus large response.,150
MA1413,Multi-lateral Site,Math,2,Attack industry use mean against out recent can animal not some.,90
CS4278,Reduced Vote,CS,2,Scientist however range that will close seek his.,180
CS3767,Self-enabling Bill,CS,4,Husband even contain civil design recent these so lay remain.,150
SE3103,Optimized Its,SE,4,Else system fast environmental budget difference move factor policy walk everyone card.,150
DS1572,Monitored Election,DS,2,Politics eat statement movement ability girl.,90
CY4985,Fully-configurable Forget,CYB,4,Win foot watch this enough card together far world personal action green room.,60
SE2769,Reverse-engineered Attorney,SE,3,Computer will Mr without sing sister blood second high.,150
IT1176,Integrated Condition,IT,4,Thank plant nearly stage determine environmental ok space send.,120
CY1839,Ameliorated Always,CYB,2,Land role its chance look many least.,120
IT2604,Persevering Out,IT,4,Country make role positive again clear concern hour.,150
CS1249,Profound Again,CS,3,Could century interview lawyer population I right case seek activity between himself body.,90
SE2295,Total Age,SE,4,Shake popular analysis eat base central.,150
SE2873,Intuitive In,SE,3,Outside society act social my stand system be cause service throughout spring film look.,180
MA4793,Inverse System,Math,4,Argue reality physical but stay bill father memory student.,150
CY1345,Pre-emptive Republican,CYB,3,Ability difference dinner history government expert TV.,120
CY3306,Expanded Morning,CYB,2,Rather resource top man yard different what example baby free.,150
SE4662,Virtual Compare,SE,4,Type turn time page concern most outside quickly change project.,120
CY4223,Seamless Least,CYB,4,Person expert then even material hard enter trade sometimes.,150
MA4698,Exclusive Throw,Math,2,Technology within sing chair challenge land.,150
CS1681,Compatible Field,CS,3,Spring both into risk certain follow camera should good management loss win.,150
CY4204,Fundamental Painting,CYB,3,Soldier four soon president early industry market move mouth start his ok instead.,90
CS4913,Open-architected Situation,CS,3,Since specific despite beautiful gun data sure gun listen card body treat guess.,90
MA2303,Cross-group Beyond,Math,4,Far century table will tree drug still.,90
PH2994,Reverse-engineered Audience,PHY,4,Section bring receive central run receive.,120
IT3122,Re-contextualized Late,IT,2,He reduce production available study that air half bad baby notice.,120
IT2974,Expanded Ball,IT,4,Change consumer sea security recognize federal in front sit receive expert.,120
DS2158,Streamlined Summer,DS,3,Art politics page community civil how interest.,120
CY4882,Innovative Notice,CYB,4,Never stop try maybe remember interest church win miss within by.,150
IT4825,Intuitive Interest,IT,4,Hundred argue hot state wish painting baby realize.,180
MA2522,Function-based Long,Math,3,Finish politics still close sound position crime board back owner suggest agreement.,90
DS4220,Synchronized Couple,DS,3,Clear blood deep action travel could cut upon drive.,150
CS2589,Ameliorated Name,CS,3,With north nor so animal fire want.,120
MA4178,Enterprise-wide Different,Math,4,Wonder seem when matter fire hospital.,120
PH3338,Switchable Executive,PHY,3,Wind reflect best imagine scientist big space change onto him.,90
MA2880,Sharable Possible,Math,2,Than also claim radio bad personal well discuss democratic race cell responsibility year.,150
IT1512,Visionary Short,IT,3,Might rock prepare us game size fund growth task issue three similar.,180
IT3617,Self-enabling Deep,IT,2,Dream young parent when note yes best address short finally.,150
SE2284,Multi-lateral Effect,SE,3,Material lawyer college fast attention office government.,180
DS1867,Distributed Southern,DS,2,Condition sign election list eight theory.,180
DS1772,Innovative From,DS,2,Vote will major guy expert important people.,120
IT4926,Cloned Throughout,IT,4,Kid mention person finish base including late.,120
DS1413,Open-source Race,DS,2,Per popular scientist each start account.,120
SE4193,Diverse Plant,SE,3,Fact citizen human authority hold left behavior.,180
MA4463,Front-line Build,Math,4,Life movement stand board Congress board where however item husband ask.,60
PH1124,Distributed Else,PHY,4,You main reduce live everything although choose like policy floor.,120
MA3356,Integrated Opportunity,Math,3,Write similar artist speak smile without.,150
CS3309,Optional Western,CS,2,Approach test well raise establish player base attorney.,90
CY2434,Automated Explain,CYB,4,Bank them later information degree throw contain approach time investment white.,150
CS3666,Devolved Strategy,CS,4,Clearly glass industry little read claim recent great realize.,120
CY2634,Grass-roots Control,CYB,3,Statement night throw cup reveal official certain professional statement same.,180
CS2758,Stand-alone Mention,CS,2,Add to value material first society purpose enjoy reveal write.,150
DS2725,Ameliorated Former,DS,2,Plant police official already second could recent.,120
CS4201,Robust Wear,CS,2,Over democratic decide course quickly western have hair.,150
CS3531,Open-source Really,CS,2,To maybe test record power lay improve goal my.,120
MA2515,Cross-group Thousand,Math,4,Wind from unit learn health need class job expect process quite plant.,120
PH4706,Devolved Own,PHY,2,Visit town between because student bed administration usually billion seek perhaps name plant.,120
CS4207,User-centric Nearly,CS,2,Ok allow face inside development lawyer high crime light buy whose trial.,150
CY4730,Synchronized Word,CYB,4,Traditional population six how vote site medical environment probably film total.,60
SE3921,Progressive Usually,SE,4,Pull above training allow ago so subject million scientist fish color.,90
SE2565,Cross-group Can,SE,2,Year drop wind cover popular stock soon official can player within community tough.,150
SE4090,Visionary There,SE,3,Citizen discuss report call brother officer hot several true study city follow.,120
DS2316,Reduced Sure,DS,3,Behavior join pick order agreement remain turn.,120
IT2083,User-friendly Worry,IT,3,Occur agent safe work play sing cost.,60
SE2803,Optimized Both,SE,4,Father movement early sister skill side process ever.,120
IT4876,Enhanced Less,IT,4,Physical point often billion learn other blood.,150
CS3271,Open-source Arrive,CS,4,Energy Congress back suddenly tree debate beyond somebody including.,60
SE2534,Pre-emptive Scene,SE,2,Where baby reach heart finish traditional speak conference act condition note parent.,120
MA2846,Customizable Land,Math,2,Bring garden get yet outside above.,180
PH2164,Phased Fall,PHY,3,Score unit cover ahead age memory charge term boy describe foreign detail.,60
SE3634,Digitized Senior,SE,2,Environment loss well give necessary family seat.,150
SE2401,Multi-layered Quite,SE,3,Job watch two economic cup suffer response which bill soldier onto close.,90
PH3217,Robust Recognize,PHY,2,West maintain third interest section staff performance parent.,150
MA2478,Business-focused Remain,Math,4,Current good today standard last threat when education important page theory.,150
PH2282,Front-line If,PHY,2,Good air conference follow so group authority prevent head single business five.,150
CY4879,Integrated Him,CYB,2,Response degree nothing focus discussion at.,90
PH2382,Synergized Trial,PHY,2,Own money bill everyone part third teacher avoid throughout.,120
CY1282,Front-line Across,CYB,2,Radio itself spend cup anyone management another ever budget laugh over.,150
SE2513,Object-based Believe,SE,3,Him office expect popular task write treatment expect success idea time truth although.,90
SE3128,Versatile Develop,SE,3,Attorney believe sort rich ever send.,90
SE1378,Diverse Free,SE,4,Bag simple management another fear worker management political treat successful visit.,60
IT2222,Visionary Strategy,IT,2,Ahead answer action black follow reach job.,180
PH1664,Automated Test,PHY,3,Because right speech staff Mr above read appear.,150
PH3002,Vision-oriented Since,PHY,3,Book water avoid forget partner speech.,120
PH3891,Open-source Knowledge,PHY,3,Recognize understand on build floor challenge once sure time.,150
IT4872,Cross-platform Every,IT,4,Property miss drive long majority exactly significant lot begin she represent.,120
DS2555,Profit-focused Kitchen,DS,2,Next their process same day back will art actually democratic.,120
IT4452,Robust Sing,IT,3,Could bit decade opportunity month teach set find law child.,120
CY1857,Inverse Ahead,CYB,4,Black candidate true history laugh per data hundred attention institution rather week.,120
