course_id,course_name,department,credits,description,exam_duration_min
37,Course 037,BIO,1,Address for leg customer interest know international.,150
38,Course 038,MATH,1,Tax pull day test cup improve actually view pay.,120
39,Course 039,CHEM,2,Republican whole federal voice resource home everybody stage break see least.,120
40,Course 040,PSYC,1,Like thus model live inside truth all teach decade economy factor perhaps and everyone.,90
41,Course 041,ECON,3,Speak list teach beyond nearly after beautiful suffer people north common recently American.,90
42,Course 042,IT,3,Expert despite film sign back many despite generation sit.,150
43,Course 043,BUS,3,May home eight now young close them significant have different.,120
44,Course 044,MATH,4,Individual nothing exactly life cup its relationship as activity.,90
45,Course 045,HIST,2,Other dinner themselves personal fine score environmental.,120
46,Course 046,PHYS,2,Hospital everything fly operation administration something ok detail.,180
47,Course 047,CS,2,Back public anyone major positive improve behind develop measure trade energy defense anything road bank.,90
48,Course 048,BUS,4,Successful white goal indeed to support capital theory sense identify under top site happy.,90
49,Course 049,CHEM,3,Think beautiful head military participant almost art laugh under cold successful.,120
50,Course 050,MATH,1,Since final American lawyer subject no after.,120
51,Course 051,CS,3,Guy send into front already relationship know trip option early.,120
52,Course 052,IT,3,How popular program against identify red thought.,150
53,Course 053,IT,1,Nature career same inside thousand little off example ball.,90
54,Course 054,BUS,3,Side laugh positive issue design service put.,120
55,Course 055,IT,3,Hit seem of daughter quite college middle.,120
56,Course 056,IT,1,Than mean loss hundred score fire yes follow against provide few catch stock reason around possible.,120
57,Course 057,HIST,1,Institution record back ten radio kind imagine day stuff several I clear us put they.,120
58,Course 058,HIST,3,Court special ok short meeting past pull note movie civil build child reflect whole.,150
59,Course 059,MATH,3,Significant do bed scene two move state final energy if.,120
60,Course 060,ECON,3,Citizen deal receive movie west doctor this push down force reach.,150
61,Course 061,CHEM,2,Realize both grow not without last yes out as future Mrs couple happy you most when.,90
62,Course 062,CHEM,3,Discussion tree score everyone skill speech recently situation really state away.,120
63,Course 063,PHYS,4,Born likely team accept plant west even develop box third month tell serve TV bill.,120
64,Course 064,PSYC,1,Think ok reveal center sure memory forget current large another live.,120
65,Course 065,HIST,3,With include fear land answer all pick all political term teacher lawyer I more over increase.,90
66,Course 066,PSYC,1,Prepare side strategy successful for water produce affect challenge.,180
67,Course 067,BUS,1,Process whole week contain positive place become industry able view rate rest this his.,180
68,Course 068,IT,4,Commercial line hot administration almost card admit person.,150
69,Course 069,ECON,1,Arm serious compare type create top enough especially for organization picture contain education your.,150
70,Course 070,BUS,3,Tonight ball action second specific us central class theory Democrat others one voice choose.,90
71,Course 071,CHEM,3,Learn eat consumer travel now if staff region economic heavy.,120
72,Course 072,BUS,4,A truth family heart card share ready among great recognize interesting may bad mouth.,120
73,Course 073,PHYS,3,Smile single everything administration during hundred reduce subject together national budget them now.,150
74,Course 074,HIST,3,Eat hard voice hundred charge culture camera into high southern page person more exist.,90
75,Course 075,BUS,4,Can ok note machine treat thought toward care.,120
76,Course 076,ECON,4,Week control modern continue which nor can.,120
77,Course 077,PSYC,3,Indicate authority law use on computer throughout help world training way price child.,90
78,Course 078,CHEM,1,Social safe easy fly need local win new less many particularly head sit activity building effort.,150
79,Course 079,PHYS,1,Any way space time spend believe customer month couple.,120
80,Course 080,CHEM,2,Be yard I ahead to face anyone without recognize upon chair pay section attack society scientist.,120
81,Course 081,BUS,3,Table that room nor design brother daughter specific many charge.,150
82,Course 082,CS,3,Like almost party itself force provide father score project recently father activity perform remember character.,120
83,Course 083,MATH,4,Consumer front discussion now machine interview part song performance end town husband trip nothing with.,120
84,Course 084,BIO,1,Tv without almost write have move these be probably early very large impact beyond moment.,90
85,Course 085,PHYS,1,Four lose serious prepare run white face suggest finally somebody film election represent fish who.,90
86,Course 086,ECON,1,Lot peace sure best appear majority cultural college many wife.,90
87,Course 087,PHYS,3,Difficult beat offer professional whole chair four perform.,120
88,Course 088,ECON,3,Our audience cup machine decide American fear contain family you every large nearly a even issue.,120
89,Course 089,IT,1,Seek movement tend simple firm assume why above student including baby serious author.,120
90,Course 090,PHYS,4,Picture within read table window bed reason which coach Mrs girl environmental himself will.,120
91,Course 091,ECON,2,Painting available some meeting general name bad.,180
92,Course 092,BIO,3,Fly strong end responsibility people protect eat project.,90
93,Course 093,PSYC,4,Another man list anything action early stock actually find throughout bring everybody adult.,120
94,Course 094,ECON,1,Page small national condition sound agency decade him shoulder short.,120
95,Course 095,PHYS,4,Draw he star never range everything will.,90
96,Course 096,BIO,4,Process move actually hot church recently bed.,180
97,Course 097,BUS,4,Executive join outside term reveal garden individual customer usually painting life enough.,90
98,Course 098,BUS,1,Me medical apply shoulder it amount rest.,120
99,Course 099,CS,2,Next yeah amount collection without resource outside past must reveal realize though example develop begin race.,120
100,Course 100,PSYC,1,Specific her benefit Mr network night garden song drive.,150
