course_id,course_name,department,credits,description,exam_duration_min
SE4736,Synergized House,SE,2,Ready main goal consumer woman TV inside street American live.,120
CS2850,Streamlined Song,CS,4,Right federal pass bring purpose actually like better.,150
MA3275,Focused Daughter,Math,4,Learn north many green data him action every simply finish would game parent.,120
DS3051,Adaptive Ground,DS,2,Many have letter lawyer coach how training.,120
DS3057,Total Lose,DS,3,Them cut chair fine notice live wear clear city traditional fire authority power.,120
CY3497,Object-based Nice,CYB,4,Indicate class themselves art benefit century generation southern health.,120
DS2692,Cross-group Order,DS,4,Season anything own treat meet office door yet relationship.,90
SE2567,Compatible Work,SE,4,Against itself employee baby wrong management never hot matter special investment development.,120
SE2602,Multi-channeled Remember,SE,2,Herself call huge according result number outside during nation age project since.,120
PH3624,Cross-group Stay,PHY,3,Expect agent also science ready six four event actually seven drug form plant.,120
DS4271,Realigned Class,DS,4,Leave action history adult gun around side between.,90
IT3219,Compatible Leader,IT,2,Wind per guy kid new benefit lot.,180
MA3709,Business-focused Trouble,Math,2,Accept past modern list kid prevent avoid quite brother.,150
PH2651,Cross-group Which,PHY,4,Follow would ask federal seat ready operation candidate movement.,120
IT4093,Diverse Car,IT,4,Such strong whom American lawyer summer sure need indeed size.,120
DS2574,Robust Federal,DS,2,Reach report unit room majority benefit purpose my least cost similar cover rather.,120
DS2683,Managed Organization,DS,4,Really get list near step behind first never beyond son.,150
IT1220,Open-architected Free,IT,3,Already suggest daughter claim against factor.,120
CS2045,Configurable Structure,CS,3,Again prepare maintain pattern may indicate be phone.,150
PH3953,Implemented Recently,PHY,3,Rich ahead tax reduce recently concern idea.,150
MA1347,Advanced Executive,Math,4,Reach computer find others pressure child there next discuss get pick claim.,120
MA1895,Advanced Garden,Math,3,Firm situation be situation leg ok population continue life culture doctor.,120
SE4105,Up-sized Simply,SE,3,Most camera admit real chance force international American play much blood.,120
DS4491,Advanced Point,DS,4,Truth each admit defense money station no article.,120
CY2660,Future-proofed After,CYB,3,Picture coach carry personal second serious.,120
IT2627,Vision-oriented Power,IT,4,Go camera station art all sort evening condition tell rise region.,150
MA4079,Object-based Safe,Math,2,Operation office at pick left focus.,60
CS2876,Seamless Traditional,CS,4,Member he but will as theory.,90
CS1693,Self-enabling Perhaps,CS,4,Age record blue step rise gas stuff box coach mean.,90
CY2724,Quality-focused Girl,CYB,4,Art miss house soon crime area machine newspaper keep operation.,180
CS2018,User-centric Base,CS,3,Painting drive treat will outside all have field eight.,120
MA3734,Face-to-face Only,Math,3,Maybe yourself skin fish important among glass dinner wide much dream us.,120
DS1570,Proactive Wind,DS,2,Staff life then whether seat feeling.,120
PH3434,Programmable Sit,PHY,4,Pass pay argue consumer director cover rule return live add similar sport.,120
DS1519,Compatible When,DS,4,Throw nearly green instead try help.,150
MA4887,Fundamental Wonder,Math,2,Such world very prove month form need beyond he.,180
CY3559,Synergized Throw,CYB,2,Little likely age such guess international to travel worry left around.,150
PH1555,Pre-emptive Upon,PHY,4,Billion almost common seven economic list TV safe doctor hospital.,150
PH4834,Inverse Appear,PHY,4,Teacher assume performance when movie act level.,90
IT3293,Synergistic Way,IT,3,Himself bring this painting artist minute early research force article keep who between.,90
IT3425,Optional Task,IT,2,Unit down opportunity exactly seat collection human increase describe.,120
DS1252,Quality-focused By,DS,4,Believe who mission research direction they do evidence red past.,120
MA1750,Upgradable Could,Math,3,We five front Congress scientist surface city leave year.,90
MA4230,Ameliorated Word,Math,4,Become hard pay white positive bring special age ball bit drug.,150
PH2869,Multi-layered Name,PHY,4,Manage know song must probably size program modern suggest close take around arm single.,90
CS3464,Multi-lateral Firm,CS,3,Cell floor federal staff appear political task want plant ago young evening.,90
IT4947,Centralized Yourself,IT,2,Project about this tend indicate note view together sport scientist.,120
IT2713,Horizontal Reflect,IT,4,Technology minute seek lawyer least next agent probably.,150
DS2523,Multi-layered My,DS,4,Third ok community environmental building whose since bit language.,150
MA4208,Reduced Behind,Math,4,Course marriage plan seven allow suffer forget.,120
CS1264,Customer-focused Put,CS,3,Special crime argue push civil buy suddenly work.,150
CY2819,Cross-group Resource,CYB,4,Large election head since animal daughter eat last trip.,150
SE4418,Visionary Might,SE,4,Remember stuff build general her appear start between whom.,120
MA1910,Exclusive Around,Math,2,Action either method through chance Mrs.,150
PH2215,Realigned But,PHY,2,Bank alone response small blue five.,90
CS2889,Total Want,CS,2,Identify task answer process quickly international line.,120
CY1297,Open-architected House,CYB,4,Republican manage quickly billion series item outside writer cell administration.,90
CY1283,Persevering Safe,CYB,2,Job other each garden small large.,120
CY2005,Multi-tiered Fill,CYB,3,End recent surface probably budget get body theory you newspaper southern mention bad.,120
CS4590,Assimilated Between,CS,4,Form learn trade arrive read realize important rest.,60
SE1887,Exclusive Field,SE,3,World guess with beat site though star sound street within inside practice.,120
IT3923,Enterprise-wide Opportunity,IT,2,Back weight game area late must off participant sort long movie.,120
DS2703,Exclusive Start,DS,3,Entire around natural culture use event debate article though miss reach.,120
CY4040,Synchronized Present,CYB,2,Order whether argue lead board finish join road east majority.,60
PH2320,Monitored Discussion,PHY,3,Successful stock medical much set dark.,60
PH4497,Sharable Tell,PHY,4,Act which data safe hotel thousand.,120
SE2482,Multi-channeled Answer,SE,3,Knowledge black car hour organization condition participant possible.,150
CY4165,Customer-focused Final,CYB,4,Energy turn imagine well single despite staff.,150
CY4324,Monitored Child,CYB,2,Listen race analysis develop against person two capital hair bag but finish.,120
PH2726,Down-sized Usually,PHY,4,Blood war sign friend Congress lay reality I employee institution term job.,150
PH3667,Self-enabling Do,PHY,3,Hand economic exist player story often popular Democrat kind on later.,120
MA1474,Programmable System,Math,2,Federal increase wish city bad class part rock knowledge policy feeling.,180
CS2985,Public-key Current,CS,3,Goal stop three stand carry question when wish receive perform.,60
IT2493,Balanced Business,IT,2,Old her true sort that though collection son civil.,120
PH4816,Implemented Including,PHY,3,Item right condition administration special base TV baby water agree politics.,120
SE4735,Business-focused Painting,SE,3,Country include seem opportunity standard explain cell night.,120
IT4132,Object-based Sing,IT,2,Little evidence make college face later week occur form teacher even.,60
CY4795,Optimized College,CYB,4,Music little yard reach amount attorney room tonight behavior matter magazine.,60
DS4902,Distributed Out,DS,3,Word operation success expert finally position night old degree story.,120
CY4070,Universal Letter,CYB,2,Manage total financial once price he focus wide report.,120
IT3374,Optimized Tough,IT,3,Wear close already discussion while him amount analysis social consider cell peace.,150
SE1817,Adaptive Often,SE,4,Listen just really whose cup vote nothing movie officer necessary red future off.,90
SE4260,Multi-lateral Senior,SE,4,Maybe feel bring seven serious finally contain individual far trip.,150
SE1777,Organic Suffer,SE,3,At more about discussion especially later reduce.,120
DS1740,Devolved Industry,DS,4,Blood institution Democrat soldier make memory ahead real early support us.,180
SE4518,Persistent Up,SE,2,Collection no already campaign hotel hundred fill gas hope particularly win.,90
PH1457,Reduced Himself,PHY,3,After born girl color finally recognize account lawyer gun fall professor for nature.,150
SE1567,Re-engineered Admit,SE,2,Behavior whatever walk agency style run dream where minute.,180
DS3043,Front-line Reflect,DS,4,Unit product draw only order training statement maybe buy too pretty when everyone.,150
CY3335,Front-line Especially,CYB,4,Area many development century clearly top.,150
DS1182,Multi-layered Water,DS,2,Education cold difference main among risk sure floor listen catch evidence toward experience loss.,120
CS2512,Centralized Score,CS,2,Church interest usually chance ten politics despite.,150
CS1900,Programmable Serious,CS,4,Citizen her significant under public conference change knowledge heart.,120
DS2207,Open-architected Organization,DS,3,Practice under usually month figure evening trade star despite perhaps source soon.,120
MA1723,Fundamental Top,Math,2,Room middle bar season report visit eye.,180
CY3708,Organic Yes,CYB,2,Evidence speech color join difficult specific manage.,90
CS2891,Reduced Method,CS,3,Case receive direction all people open shoulder pay.,120
DS4837,Distributed Central,DS,2,Stage start paper particularly imagine keep.,180
SE1033,Organized Southern,SE,2,Store every glass especially same find event fill size over.,90
DS4109,Configurable Laugh,DS,2,Tv majority into could society daughter song mouth dark pull head.,90
DS4638,Extended Power,DS,2,Point support tend manage future discussion organization within baby ten window.,120
SE2944,Programmable Also,SE,4,Democratic certain true edge visit reason past know goal kitchen.,150
CS3796,Future-proofed Child,CS,4,Local start long gun population present development discover total discussion.,150
CS2762,Adaptive Shoulder,CS,4,Cold place someone from business friend necessary both simple religious drug.,90
DS3379,Progressive See,DS,2,Bar time kid start catch various play campaign allow.,120
IT4629,Down-sized Level,IT,2,Direction standard your sure piece simple always son much picture that.,120
SE3120,Re-contextualized Speak,SE,2,Receive politics inside a lose person will southern name music sort two see.,120
CS3311,Realigned American,CS,3,Talk fine investment water office person seven off which beat adult peace.,120
CS4945,Cloned Concern,CS,2,Figure power moment couple add notice chair kitchen couple pay home face.,180
CS2986,User-friendly Consumer,CS,2,Season course reach by recent bank drug voice actually how follow culture.,120
SE1692,Future-proofed Begin,SE,4,Down reality hot study participant stay product help.,90
IT3730,Balanced Painting,IT,3,This share wonder fund yes history stock simple state.,120
IT1948,Extended Age,IT,4,Someone painting chair perform since until organization no it affect money.,120
SE3914,Extended Read,SE,2,Example about cost indicate sea still.,120
SE1254,Fundamental Per,SE,4,Sign most teach process tree ball reason environment least brother those again.,60
CS2279,Enterprise-wide Test,CS,4,Defense military population over beyond claim region find these evening.,90
CS4419,Vision-oriented Everyone,CS,4,Theory stand draw inside issue shake again wide trade challenge write next.,180
CY3469,Digitized Student,CYB,3,Way Republican commercial call section policy always whom serious accept increase another second majority.,60
MA3428,Reverse-engineered Box,Math,4,Few lot ago voice policy record ok pull week street if training.,120
CS3483,Team-oriented Yet,CS,3,Bill almost owner finally cut others teach town place.,150
IT1659,Quality-focused Standard,IT,3,Care Democrat force space clearly bag thousand.,60
SE4844,Grass-roots Who,SE,2,Simply condition question actually want specific cultural standard wish learn whole always.,90
CY2191,Persevering Test,CYB,2,Traditional stand turn method bar value single watch wonder.,120
CY4144,Quality-focused Quality,CYB,4,Theory degree indeed sometimes available bank resource listen seat stay himself save unit.,120
PH4958,Extended Skin,PHY,2,Let charge thought firm head end drop decade.,120
CS1963,Integrated Strategy,CS,2,Know allow state skin pass nation accept.,120
DS3537,Reactive Public,DS,2,Fly kid mind community public usually discussion worry that turn from investment Democrat.,90
DS1169,Multi-channeled Off,DS,3,Prevent direction factor seven century few admit.,60
MA3543,Triple-buffered Home,Math,4,Player well center thus guy state six sense later.,60
PH2763,Reactive Minute,PHY,2,Road identify place character work magazine.,120
SE1288,Grass-roots Response,SE,2,Few by must doctor pay strategy use third recently.,120
DS3687,Total Reality,DS,4,Ago relate itself in hope water action weight stay hotel ten never factor.,180
IT4874,Organic Up,IT,2,Generation picture bill step interest weight require interview challenge man soon range TV.,60
IT1332,Distributed Congress,IT,3,For real lay international size nor try happen quality police always nearly civil.,120
SE4570,Public-key Company,SE,4,Recognize improve window everyone resource consumer research sound life during far.,120
PH4373,Managed Involve,PHY,3,Property young American board make hit east understand tell wife scientist.,120
DS3190,Grass-roots Work,DS,2,Back machine push common send we information happen western fine at manage.,120
MA4604,Total Station,Math,4,Wonder special stay care somebody lawyer.,60
MA2237,Pre-emptive Impact,Math,2,Cover analysis sure certain section court environmental customer turn magazine north adult agreement.,120
SE3879,Multi-lateral Water,SE,2,Candidate become growth crime early myself artist.,120
CY3791,Innovative Learn,CYB,2,Partner have act soon street magazine newspaper anything customer other hand every myself.,150
CS3321,Configurable Hair,CS,3,Home throughout high relationship item player somebody white professor wish require.,90
CY4332,Assimilated Lead,CYB,4,Artist girl car husband thank economic live culture also clearly.,150
CS4504,Synchronized Black,CS,3,Skill budget certain never just soon.,120
SE4143,Diverse Score,SE,2,Manage arrive agree nothing game treatment argue PM day future little drive.,120
PH3352,Customizable Blood,PHY,3,Middle pressure control thought story watch water wide.,90
MA4907,Team-oriented Loss,Math,2,Involve white choice deal with argue point although.,120
SE3221,Object-based Blood,SE,3,Allow east down how still analysis bed strong poor itself large paper.,150
CY3546,Ameliorated Popular,CYB,2,To popular against from option door ask often off.,120
CS1755,Streamlined Issue,CS,4,Without environmental report attack practice be pay cost.,120
MA2284,Upgradable However,Math,4,Just recognize think indicate common war from four thousand thing blue treatment rest.,90
DS4617,Realigned Couple,DS,4,Miss well although himself discussion do.,90
IT2991,Upgradable Anyone,IT,2,Old because sense theory back indeed.,150
CY3044,Multi-tiered Step,CYB,2,But upon tend eat customer follow someone move.,120
PH4264,Integrated Already,PHY,2,Program country scientist hit everyone sport situation believe few.,150
CS2303,Reverse-engineered Even,CS,4,Indeed benefit foreign citizen mean necessary foreign value body.,150
CS2061,Extended Heavy,CS,4,Letter prepare adult main still edge believe president those within ahead.,120
CS1035,User-friendly Red,CS,2,Protect yeah within between general talk.,120
SE1925,Monitored Science,SE,4,Air receive most close challenge tree once record at live yard.,120
SE3047,Networked Page,SE,3,Glass hotel forget woman south simple probably consumer both notice late knowledge.,120
PH3898,Object-based Second,PHY,2,Field population according financial news production bank game attorney financial in.,90
MA2316,Pre-emptive Factor,Math,2,Include old ask suffer at society ten maybe picture company.,150
CS2777,Virtual Certain,CS,2,Skill spring ever truth spend TV production.,180
DS1886,Pre-emptive Author,DS,4,Expert only miss though decision whether available ever simply against ever safe.,120
PH4265,Progressive Military,PHY,2,Traditional rate which stand seat power usually late.,180
CY3098,Automated For,CYB,2,Particular land entire black body Congress American.,180
SE1574,Future-proofed Adult,SE,4,Miss very me attack your what plan return collection picture.,120
CS3437,Expanded Word,CS,2,Before develop reach one interest letter attention memory.,150
IT2342,Horizontal May,IT,2,Front thus campaign whatever product name garden care under design week find continue.,120
SE4459,Compatible Ball,SE,4,Bag gun work low through reality picture that.,90
DS2072,Synchronized Me,DS,4,Election perhaps personal number mouth member.,60
SE4458,Exclusive Choose,SE,3,Back technology usually admit produce fire discover garden.,120
CS3790,Self-enabling Check,CS,4,Each remember toward everybody success baby candidate our serve.,150
SE1541,Cross-group Ago,SE,4,Movie recent TV establish baby just occur bag.,120
SE4036,Persistent Spring,SE,3,Later strategy condition describe theory once appear send mouth there article sing.,150
DS3881,Compatible Record,DS,4,Second name challenge number sport argue boy common meeting after simply must alone.,120
CS2823,Multi-tiered Cause,CS,2,Drop commercial million spring less happen population result lawyer change me.,120
PH1642,Reverse-engineered Art,PHY,2,Per adult information today poor professional international this do wish until anyone change.,90
SE2911,Ergonomic Doctor,SE,4,Bar attention care leader fish push talk upon else decide behavior physical.,120
SE3433,Re-contextualized Maintain,SE,2,Behind available imagine military this since too present break have Congress.,90
CY1527,Customizable Short,CYB,4,Appear agent far war paper church ok include than.,90
PH2363,Fundamental Might,PHY,3,Life pick imagine in by movement leg second behavior after of art successful.,60
CS3806,Centralized We,CS,4,Discuss necessary recognize I grow tonight list boy from weight lot note.,90
IT3210,Innovative Outside,IT,3,Enter president national speech author his market question.,90
CS4968,Devolved Forward,CS,2,Possible chance machine general operation research huge course.,120
DS1866,Team-oriented Teach,DS,3,Really building sign recently avoid upon air out page company technology money worker.,120
SE4110,Virtual Shake,SE,4,Mission west behind range best couple for mind lawyer.,90
SE2701,Implemented Ahead,SE,4,Arm operation coach visit effect game public.,150
DS1892,Grass-roots Owner,DS,4,Memory part participant try difficult price focus for.,120
DS4803,Multi-lateral Buy,DS,4,Technology national box individual common court staff quickly across.,180
CS3491,Future-proofed Fast,CS,4,Do cultural sister radio stuff long sell along attorney as Mrs.,120
CS3141,Triple-buffered Himself,CS,4,Wait small manager then difficult side.,60
PH2179,Optimized Whom,PHY,3,Continue as realize research however top strong while large throughout at three.,180
CY4524,Object-based Medical,CYB,3,Yard term western participant kitchen summer consumer.,150
PH1120,Configurable Though,PHY,3,Know audience model while compare health capital best if dark.,120
CY1460,Cross-group Wife,CYB,4,Standard nothing every edge assume turn think necessary include very money task understand.,120
DS1719,Balanced Effect,DS,3,Know civil eight summer college morning style rich.,120
PH3611,Multi-channeled Provide,PHY,4,Ever spend catch allow miss on walk.,120
CY1410,Reduced Me,CYB,4,Carry thing second example past black.,150
CY4187,Secured Manage,CYB,2,Work blood chance though east fear final candidate real argue.,120
IT1783,Intuitive Heart,IT,4,Few business step stay employee plant best company meeting cell not stand born.,90
IT3705,Operative Receive,IT,4,Resource though study later raise computer fast ask sell officer participant some return.,60
SE4181,Optimized Industry,SE,3,Should leg central what event trip kid decade ability three chair various same.,90
DS4513,Organic Send,DS,2,Successful compare possible red wall low size research area scientist practice wear.,90
CY2171,Cross-group Scientist,CYB,2,Fact mouth wear feeling product usually course wonder message role cover.,120
SE1298,Profound Whom,SE,4,Be Democrat explain partner finish him ever.,150
PH4027,Reduced She,PHY,2,Soldier true fine difference day training book seat usually back information.,90
CY2794,Grass-roots Compare,CYB,3,Despite dog product certainly represent remain wonder about.,120
CY4794,Innovative Color,CYB,3,Wife history type kind father like explain since upon state serve board.,90
IT1752,Customizable Especially,IT,2,Perhaps painting bill usually up try must effect ball value writer make.,120
IT3296,User-friendly Science,IT,4,Authority same class focus add plant when.,120
IT1476,Devolved Set,IT,3,Bar yourself draw along arm that huge economic clear color hold.,120
