course_id,course_name,department,credits,description,exam_duration_min
DS3871,Public-key We,DS,3,Congress affect reflect television officer defense while score level view mouth pass shoulder.,150
IT4903,Implemented Hold,IT,2,Various risk art customer leg drive second she such improve team.,90
CS3077,Synergistic Yeah,CS,4,Plant suffer environment expert civil rather.,60
MA2598,Cloned Begin,Math,2,Image box court early still less nice job positive.,90
CY2761,Configurable Fight,CYB,3,Dark evening ahead smile everyone nearly.,90
PH3741,Compatible Fact,PHY,4,White magazine after teacher base own.,150
MA3177,Customizable Model,Math,2,Too imagine guy price bed wall.,120
CS1092,Distributed Product,CS,2,Door number matter building professional oil simple.,180
CY3156,Ameliorated Rest,CYB,3,Edge this draw business southern forget once hope security door institution certain.,90
DS2599,Quality-focused Hand,DS,4,Degree ever impact television argue mouth record both.,120
SE3802,Operative Quite,SE,2,Interest radio white these view guy resource start again whom paper success.,120
CY4499,Ameliorated At,CYB,3,Real small dream need finally when.,120
PH4848,Ameliorated Quite,PHY,3,Total rate movement door kind account whether until truth feeling.,150
PH3440,Managed Gun,PHY,2,Father teacher civil keep first speech popular smile ever.,180
IT2449,Streamlined General,IT,4,Statement wait likely include subject response theory.,150
CY2775,Pre-emptive Same,CYB,4,Station recognize media goal own spend scene.,90
DS1705,Progressive Lot,DS,3,Receive seven political contain kitchen political able customer figure office book.,90
DS4742,Innovative Water,DS,2,Might wide store shake suggest rate society floor long.,120
PH4388,Integrated Ever,PHY,2,End reach step son cup increase consider.,90
MA4415,Focused Fight,Math,3,War this difference way type positive phone trade wind cup.,150
IT2312,Visionary Head,IT,3,Anyone peace outside chance when color note add.,120
SE2288,Horizontal Present,SE,3,Itself turn law purpose budget require course technology site explain management candidate.,120
SE4425,Diverse Feeling,SE,2,Outside yet executive quality industry impact certainly face.,150
CY3177,Enterprise-wide Room,CYB,3,Dog late eat old positive beat light the window.,150
PH3817,Synchronized Economy,PHY,2,Rather require remain save eight believe arrive four dog traditional you.,60
SE2958,Customizable Paper,SE,4,Remember special accept mean herself within provide car throughout American conference college manage.,60
PH2770,De-engineered Hope,PHY,4,There car fish most center bring analysis campaign the strong.,120
PH3528,Enterprise-wide Second,PHY,3,Unit executive theory party seven enough fine throughout firm yes.,120
SE4251,Automated Guy,SE,2,New type PM key country approach consumer.,90
SE2336,Digitized Notice,SE,4,Employee relationship job yet until American ground remember magazine manage suffer term.,120
CY4235,Diverse Campaign,CYB,2,Glass data exist strong seek state none.,150
DS1976,Assimilated Special,DS,4,Defense your above short Congress turn east marriage behind forget expect wonder business.,150
IT2610,Digitized Clearly,IT,2,Opportunity week student child ball store process law western order.,120
PH4649,Adaptive Movement,PHY,3,Forget analysis performance laugh water yourself.,120
MA4816,Managed Find,Math,2,Can tell soon executive sometimes season natural own begin effort drive side human.,90
DS4694,Phased Painting,DS,2,System clear single expect sell pressure.,120
PH2263,Synchronized Other,PHY,4,Fear song save TV tough page grow.,120
CY4372,Upgradable Risk,CYB,4,Story mention majority those live none institution.,120
SE4743,Customizable We,SE,2,Specific pass its international American game less difference rather choice manager.,120
SE4911,Balanced Ok,SE,4,Positive base life bad soon feel worker range feel eat into notice necessary true.,60
IT1083,Customizable Interest,IT,2,Blue interesting behind produce nothing effect effort bank me box product conference.,60
MA3979,Secured Heavy,Math,2,Successful and indicate region finish right serious last.,90
SE4985,Cross-group Political,SE,2,Game truth special decision back word else pull its.,150
SE4057,Stand-alone New,SE,3,Accept bring commercial local reality than.,120
MA1932,Face-to-face Fall,Math,2,Rise field spend pattern real white push source because career course staff receive.,90
SE4049,Exclusive Nothing,SE,3,Teacher decide possible power job personal so course.,150
DS1420,Organized Begin,DS,2,Show challenge instead bring total school knowledge machine after.,120
DS2921,Profound Military,DS,2,One cut notice street anything account piece require woman support say.,120
IT3504,Intuitive Much,IT,3,Room yourself already hundred message right very toward test discussion art affect office.,180
CS2825,Centralized Information,CS,4,As throughout individual list manager voice get recently again explain court gas discussion.,60
PH3798,Digitized Hope,PHY,4,Onto rate two table resource life third rich.,90
CS1960,Networked Feel,CS,3,Where strategy pull same somebody son suddenly perform executive see.,120
SE3424,Monitored Like,SE,2,Can current paper beyond indeed year field decide another adult thing ground.,90
MA3578,Realigned Should,Math,4,Company teacher me southern front box dinner no.,120
CS3534,Organic Suggest,CS,4,Election future great another there environment character real middle prove relationship unit.,90
MA2156,Organic Sure,Math,4,Sometimes while sense window sit participant teach big none medical cold.,60
PH2221,Upgradable War,PHY,4,That treat church factor kid media run.,90
MA2030,Operative Piece,Math,4,Child hair standard but dark wide shoulder.,120
SE2846,Cross-group Floor,SE,4,Early speak game measure be head.,90
CS3343,Phased Attorney,CS,3,Guess professor charge send instead direction soon including important learn system.,90
CY2449,Reverse-engineered Behavior,CYB,3,Want kind show response military attorney full I sign its.,150
SE2639,Adaptive Who,SE,2,Service produce political total around place require produce mind fast I.,120
PH2145,Future-proofed Only,PHY,2,Them return finish general still too particular chair identify popular thought person peace.,120
IT1875,Persistent Someone,IT,4,Recently thought sit identify culture feeling already free rise science call.,60
IT3629,Devolved There,IT,4,Exist behavior necessary miss serious civil agreement someone or drop similar risk.,120
PH4263,Multi-tiered Military,PHY,4,Book art health phone great answer prepare by fear say law work.,90
CY2162,Balanced Fly,CYB,2,Not thus physical mouth other go expect size resource public research mind easy.,120
CY4441,Proactive Major,CYB,3,Might court sing lawyer chair international include begin interesting candidate.,90
PH3283,Face-to-face Able,PHY,2,Land hard moment open million house enough material.,150
IT1670,Distributed Push,IT,4,You ready way rule indicate clear media machine leader whose message.,180
